pay_method,order_hour_of_day,days_since_prior_order,Total_Price,total_barang,time_pickup_sec,time_service_sec
2,18,1,45.72,6,403,184
1,18,8,44.1,7,407,194
2,18,30,54.97,12,626,245
3,18,8,17.36,4,318,191
2,18,5,16.7,3,248,264
3,18,30,7.89,1,134,273
1,18,8,22.16,4,263,267
3,18,5,51.13,7,474,159
3,18,7,72.73,12,619,143
3,18,3,23.94,6,306,326
3,18,30,47.01,6,475,128
3,18,28,43.19,5,338,214
2,18,7,38.21,8,505,187
2,18,30,69.25,9,666,160
1,18,9,114.06,18,706,348
3,18,30,7.68,2,198,228
3,18,1,23.36,4,336,192
1,18,30,28.73,4,326,186
2,18,21,77.24,12,788,165
1,18,30,135.43,21,973,254
1,18,30,44.88,8,449,161
1,18,7,37.45,4,355,195
1,18,15,35.09,6,208,292
1,18,15,28.05,5,353,186
2,18,9,60.53,10,636,173
1,18,30,80.26,10,713,131
2,18,13,238.0,29,1458,199
3,18,9,142.45,23,1173,240
1,18,7,58.72,11,678,222
1,18,7,170.4,21,678,411
3,18,30,5.99,1,188,152
3,18,30,103.99,16,877,198
3,18,4,40.51,9,553,214
3,18,14,90.43,12,701,202
2,18,30,132.39,18,920,203
3,18,27,29.26,4,259,210
2,18,26,36.74,6,428,220
3,18,12,66.04,11,451,302
3,18,30,97.74,13,513,342
1,18,30,34.93,10,544,260
1,18,30,159.67,25,1210,272
3,18,13,38.11,5,343,207
3,18,7,7.99,1,194,161
2,19,24,22.4,5,420,221
3,19,30,7.89,2,310,165
1,19,12,163.86,27,1405,132
1,19,30,58.32,7,456,240
2,19,30,15.58,3,319,133
1,19,0,35.01,4,96,301
1,19,29,45.41,8,533,150
3,19,30,15.47,3,250,223
3,19,20,32.51,5,399,168
1,19,30,79.62,11,529,256
1,19,7,53.22,11,572,222
3,19,8,56.61,8,549,181
1,19,30,58.38,9,495,178
3,19,7,22.05,5,378,182
3,19,3,32.6,7,202,415
3,19,30,107.87,17,854,266
1,19,30,42.22,8,755,142
3,19,9,51.28,9,775,147
1,19,30,89.56,15,696,284
1,19,30,7.26,2,172,272
1,19,21,77.78,13,793,135
1,19,30,47.25,6,480,185
3,19,30,26.96,3,328,160
3,19,30,90.2,13,813,164
2,19,30,91.23,11,212,406
1,19,14,78.14,12,619,243
2,19,30,15.95,2,260,149
3,19,30,208.59,14,709,280
3,19,6,101.41,14,758,206
3,19,30,70.64,11,572,276
3,19,30,98.32,14,803,142
3,19,9,157.01,22,1038,244
3,19,17,215.73,33,1779,140
3,19,8,25.63,6,483,171
1,19,8,41.81,8,358,222
2,19,16,108.21,18,881,184
2,19,12,78.5,9,545,206
1,19,30,58.21,11,601,247
3,19,29,111.07,17,645,385
1,19,30,74.39,11,659,177
2,19,5,64.02,11,495,328
1,19,6,56.19,8,511,194
2,19,30,76.03,12,796,126
3,19,10,119.19,18,1089,131
1,19,15,60.12,7,446,190
2,19,7,150.68,24,1104,203
3,19,30,24.75,3,70,274
1,19,1,42.84,6,346,262
1,19,7,75.03,13,546,267
2,19,4,47.95,9,631,166
2,19,6,150.29,21,1070,181
1,19,16,77.05,12,693,171
3,19,7,179.49,26,1332,162
2,19,12,28.45,5,349,222
1,19,1,31.28,6,467,173
3,19,30,27.11,4,224,346
1,19,30,28.23,5,274,250
2,19,30,17.1,2,232,222
3,19,30,3.98,1,146,261
3,19,3,13.88,2,298,182
2,19,30,32.64,5,517,144
3,19,7,85.04,15,862,169
3,19,1,37.33,5,262,314
2,19,3,23.66,4,336,184
3,19,30,22.85,5,307,242
1,19,3,78.52,12,320,389
3,19,30,160.96,4,91,432
3,19,30,66.41,9,591,157
1,19,8,36.32,5,379,180
2,19,23,74.83,9,633,143
1,19,30,46.47,9,557,178
1,19,4,33.53,5,371,162
1,19,30,16.65,3,279,165
3,19,13,74.5,8,278,270
1,19,15,14.77,2,19,331
1,19,9,87.64,12,792,147
2,19,6,35.31,5,328,198
2,19,17,6.96,1,196,153
2,19,30,280.82,29,1428,233
3,19,6,74.72,12,676,203
2,19,9,69.84,9,550,165
3,19,8,88.65,12,806,138
3,19,19,40.33,6,334,198
1,19,28,47.53,6,479,133
2,19,6,4.49,1,368,129
3,19,30,46.02,7,464,192
3,19,4,100.11,16,862,178
3,19,18,40.46,8,338,256
3,19,16,69.41,12,531,261
2,19,30,98.56,15,318,413
2,19,13,150.21,16,844,175
2,19,30,11.98,2,99,202
1,19,7,235.4,36,1837,188
3,19,30,18.93,3,69,238
3,19,14,48.16,8,437,259
3,19,12,15.97,2,228,173
2,19,7,11.38,2,183,231
1,19,18,85.31,10,548,227
2,19,6,155.68,19,944,241
1,19,10,120.87,21,1117,133
2,19,30,237.39,35,1688,200
1,19,12,30.73,6,234,284
2,19,30,37.76,4,420,189
3,19,6,46.45,6,518,176
3,19,5,100.83,17,621,408
2,19,30,35.82,6,506,153
1,19,22,53.21,7,586,195
3,19,5,41.72,8,541,244
1,19,14,67.16,12,442,302
3,19,30,147.41,24,1154,204
3,19,4,34.41,6,317,315
3,19,12,73.75,12,546,271
2,19,3,68.73,5,375,191
1,19,6,97.16,8,591,148
1,19,5,17.4,4,337,183
1,19,13,78.42,14,746,218
3,19,17,68.37,9,514,195
3,19,1,12.77,3,466,158
3,19,30,67.37,11,57,488
3,19,18,8.18,2,86355,309
3,19,6,64.64,16,842,340
3,19,6,80.12,11,657,195
2,19,6,28.47,3,418,177
1,19,4,39.16,4,151,356
2,19,20,125.21,18,1061,193
1,19,7,251.74,41,1925,204
2,19,1,59.22,8,528,163
1,19,7,87.62,10,151,522
2,19,30,13.84,3,414,157
1,19,24,48.09,8,551,145
3,19,30,139.3,20,499,553
1,19,17,59.74,9,611,224
2,19,3,58.31,11,771,169
1,19,21,131.55,22,1233,131
2,19,30,5.99,1,294,175
3,19,30,56.91,8,402,286
3,19,30,303.41,47,2263,209
3,19,11,143.62,21,951,285
1,19,28,30.98,4,295,250
3,19,11,38.82,6,369,192
3,19,16,37.53,6,298,308
3,19,4,46.7,9,620,159
3,19,26,8.48,2,332,149
3,19,7,99.22,13,699,204
3,19,30,59.2,10,636,187
1,19,13,48.86,10,658,130
2,19,13,104.36,17,918,192
3,19,30,106.26,13,774,222
2,19,30,35.01,6,446,206
1,19,2,3.99,1,119,248
3,19,15,45.5,8,562,226
2,19,6,61.95,10,587,167
2,19,16,63.15,10,560,238
3,19,4,101.71,10,363,363
2,19,0,96.41,15,902,193
1,19,30,230.0,36,1940,160
1,19,6,38.88,8,489,209
2,19,23,130.14,18,690,423
3,19,4,63.59,8,200,338
3,19,21,128.99,20,1127,159
1,19,30,167.0,29,1377,211
3,19,5,49.3,7,414,239
3,19,17,367.37,54,2717,135
3,19,6,24.42,4,367,143
2,19,16,47.51,10,530,284
3,19,28,104.56,17,958,182
2,19,29,33.12,6,404,212
2,19,2,35.39,6,317,302
3,19,20,108.12,14,425,502
3,19,15,69.16,12,793,159
3,19,30,54.21,7,497,182
2,19,16,64.84,9,505,219
2,19,30,45.18,8,186,562
2,19,30,43.81,7,486,163
2,19,23,49.38,9,414,319
2,19,30,60.18,8,591,207
3,19,10,132.61,24,1195,225
3,19,15,130.26,21,723,373
3,19,27,13.57,2,189,266
3,19,6,102.27,15,894,172
2,19,30,31.36,4,286,275
3,19,18,133.37,24,392,681
2,19,17,44.92,5,447,186
3,19,5,7.99,1,196,234
3,19,18,136.59,20,1046,201
3,19,30,65.28,10,570,292
3,19,12,75.4,13,506,353
2,19,3,48.74,7,588,131
2,19,9,50.31,8,541,156
1,19,1,83.2,12,849,140
2,19,30,330.63,43,2121,182
2,19,30,31.62,5,323,263
3,19,30,42.15,6,377,217
3,19,6,116.36,19,864,321
3,19,7,36.57,5,294,258
3,19,3,127.36,20,824,327
2,19,6,43.54,6,447,215
1,19,30,8.38,2,208,221
1,19,7,118.65,20,828,380
1,19,3,128.82,20,1110,129
2,19,3,39.42,6,397,197
1,19,30,36.68,6,571,156
2,19,16,50.07,6,564,183
2,19,9,51.8,8,646,177
2,19,12,89.11,11,658,208
1,19,30,77.94,11,753,155
2,19,2,21.76,4,266,237
2,19,30,103.73,11,637,236
1,19,2,53.0,10,595,232
3,19,2,72.7,11,690,169
1,19,22,164.36,24,1341,127
1,19,3,43.88,8,350,334
1,19,8,80.62,13,714,208
3,19,30,27.86,4,183,272
3,19,29,12.27,3,86367,398
2,19,3,27.79,4,116,344
1,19,13,77.38,14,892,151
1,19,30,33.05,5,473,171
2,19,17,78.83,14,625,216
1,19,30,77.51,10,592,205
1,20,30,38.98,8,471,244
3,20,0,12.56,2,192,300
1,20,30,225.16,20,1140,182
3,20,25,42.46,8,44,538
3,20,14,125.78,14,472,288
3,20,18,6.99,1,290,164
3,20,16,37.76,8,680,154
2,20,22,32.22,5,393,162
2,20,30,23.85,5,394,146
3,20,3,24.33,4,319,157
3,20,2,26.8,4,208,256
1,20,9,157.91,28,1263,312
3,20,6,84.88,11,607,222
1,20,21,28.86,4,262,270
2,20,30,75.18,14,859,193
2,20,9,47.0,9,607,158
1,20,18,41.7,7,354,198
3,20,18,125.55,19,896,212
2,20,25,243.42,36,1537,306
1,20,13,45.89,7,543,158
1,20,14,25.56,4,58,242
3,20,1,60.03,10,601,170
1,20,0,25.74,6,402,251
2,20,30,5.99,1,230,171
1,20,12,63.62,11,684,173
1,20,1,21.7,4,489,133
3,20,17,4.29,1,86324,261
3,20,6,34.06,5,311,216
3,20,6,308.46,34,1741,226
1,20,7,32.82,6,473,183
1,20,14,26.71,5,321,197
1,20,9,136.3,15,802,201
3,20,30,29.43,5,479,179
3,20,30,35.25,5,306,215
1,20,30,53.96,9,694,133
3,20,22,63.34,8,670,159
2,20,6,41.51,7,651,150
2,20,30,18.88,2,213,204
1,20,22,144.14,21,1063,293
1,20,4,16.45,3,34,322
1,20,7,23.76,3,461,135
2,20,10,16.97,2,86284,393
1,20,30,12.93,2,141,253
2,20,30,47.54,7,362,207
3,20,6,59.85,9,779,140
3,20,30,99.37,16,156,480
1,20,13,42.17,5,217,190
2,20,17,101.59,17,1104,135
1,20,2,107.43,15,973,132
2,20,30,36.69,7,638,154
1,20,21,73.23,12,419,293
1,20,30,54.19,11,534,235
2,20,15,170.03,24,1268,210
3,20,30,4.57,1,5,273
2,20,6,77.08,12,332,306
1,20,18,22.99,4,602,131
1,20,11,10.96,2,239,142
3,20,30,7.99,1,228,175
3,20,30,23.09,4,86048,498
3,20,6,13.96,2,566,132
3,20,4,50.94,5,554,167
1,20,3,87.52,17,790,243
1,20,30,147.51,21,980,263
1,20,7,49.96,6,558,167
3,20,14,85.5,17,756,258
3,20,14,125.74,18,663,319
3,20,24,2.69,1,189,198
3,20,16,53.32,11,815,160
1,20,8,76.48,11,805,174
2,20,4,72.15,10,248,387
2,20,30,74.76,12,638,219
3,20,30,69.37,12,642,246
2,20,22,88.43,11,625,226
2,20,30,212.76,29,1605,209
3,20,30,4.57,1,75,236
1,20,8,27.57,4,184,251
3,20,11,21.63,4,86366,294
2,20,28,31.36,4,278,182
3,20,30,126.59,19,1305,145
1,20,12,72.94,13,560,322
2,20,19,76.29,12,735,148
2,20,7,56.83,9,214,317
3,20,8,182.56,31,1492,234
1,20,30,30.36,4,438,180
3,20,30,65.92,8,511,233
3,20,13,75.67,14,888,192
1,20,21,70.76,12,630,199
2,20,30,15.04,3,210,231
2,20,30,52.87,9,547,213
2,20,30,55.23,9,509,242
2,20,8,55.8,8,521,193
3,20,3,68.97,11,671,183
3,20,30,72.7,9,860,126
2,20,12,31.53,7,512,192
3,20,24,45.1,8,503,188
3,20,7,134.18,22,554,348
1,20,30,145.69,24,1265,200
2,20,0,181.76,28,1402,157
3,20,1,62.05,7,73,424
3,20,20,50.39,7,354,262
3,20,26,27.99,1,325,157
3,20,5,137.78,20,1107,169
3,20,15,33.31,5,350,210
3,20,30,25.58,3,295,196
2,20,15,74.99,9,164,427
2,20,8,34.47,6,675,147
2,20,20,77.52,11,832,193
3,20,30,97.8,16,838,253
2,20,30,41.14,6,539,173
1,20,30,212.69,29,1876,131
3,20,29,3.89,1,522,134
1,20,6,64.1,10,578,229
3,20,3,91.29,6,86263,342
1,20,7,77.17,11,640,163
1,20,6,77.13,12,678,173
3,20,12,99.92,15,1003,155
1,20,2,68.88,10,567,200
1,20,5,36.52,6,341,237
1,20,16,27.57,6,494,191
2,20,8,113.23,19,716,296
3,20,21,138.99,20,1067,190
2,20,30,42.08,9,575,152
1,20,11,106.95,10,301,395
1,20,25,28.11,4,331,224
1,20,30,11.83,3,86354,303
3,20,10,36.56,6,86079,430
3,20,6,23.84,4,208,266
1,20,8,25.67,3,227,273
3,20,22,99.07,17,936,203
2,20,7,156.0,17,816,236
1,20,0,91.43,12,518,256
1,20,12,29.51,6,261,319
1,20,30,88.63,15,919,166
1,20,7,56.54,10,787,134
1,20,23,24.45,4,234,220
2,20,2,4.19,1,293,157
2,20,6,155.67,26,679,395
1,20,4,194.88,28,1390,216
1,20,7,109.3,18,1187,146
3,20,7,83.52,14,856,167
2,20,30,21.97,2,552,130
1,20,1,70.91,10,780,129
3,20,12,132.16,21,815,264
2,20,4,53.98,6,625,136
3,20,13,9.95,2,86352,347
2,20,27,66.17,10,465,308
2,20,30,26.18,4,315,221
3,20,0,29.04,5,189,261
2,20,30,70.11,10,420,288
1,20,19,6.99,1,165,184
3,20,30,63.08,9,568,200
1,20,27,34.85,5,132,298
3,21,30,57.18,8,451,214
3,21,17,104.45,14,867,141
1,21,5,117.97,14,709,186
1,21,0,20.95,5,340,217
1,21,4,16.26,3,333,181
1,21,30,221.71,33,1583,167
3,21,30,49.48,5,621,158
3,21,15,42.11,8,128,328
3,21,6,92.86,13,615,245
1,21,10,15.98,2,86319,377
2,21,11,2.99,1,376,170
1,21,30,89.65,10,212,278
1,21,9,85.25,14,717,239
2,21,30,60.32,13,627,250
3,21,30,102.09,18,686,295
2,21,30,91.09,13,675,245
1,21,0,100.03,16,865,198
1,21,21,165.36,29,1492,145
3,21,11,197.95,30,1452,221
2,21,4,132.54,21,1049,150
3,21,30,186.87,31,1620,164
1,21,30,16.37,3,643,151
1,21,22,107.93,18,927,183
3,21,21,58.67,9,567,227
3,21,5,71.32,11,676,227
2,21,2,38.32,6,511,199
2,21,30,24.49,4,549,125
2,21,30,53.43,7,437,256
3,21,11,43.43,6,654,169
1,21,13,6.39,1,369,156
1,21,15,75.77,13,584,295
1,21,3,114.1,19,1001,173
2,21,22,56.0,6,86106,499
1,21,27,88.22,15,750,134
3,21,9,18.17,3,342,187
2,21,30,37.24,6,210,376
3,21,14,16.45,3,117,291
2,21,3,36.35,5,561,151
3,21,12,200.82,23,953,489
3,21,30,8.77,2,181,309
1,21,5,62.7,9,149,453
2,21,5,108.64,18,832,247
3,21,5,67.55,9,400,326
3,21,30,31.36,3,51,397
1,21,30,63.55,11,572,198
1,21,30,44.72,5,10,452
3,21,7,53.25,8,515,214
3,21,15,230.16,33,1503,304
3,21,22,120.29,16,791,312
3,21,7,82.56,14,708,270
3,21,30,334.4,45,2114,188
1,21,12,151.0,18,1009,229
1,21,30,43.84,6,192,360
1,21,29,72.74,10,690,130
3,21,7,34.72,8,557,215
3,21,20,85.88,11,557,232
1,21,30,47.74,6,379,266
1,21,30,5.49,1,117,304
3,21,30,64.55,5,449,187
3,21,10,84.08,14,800,182
1,21,30,327.87,43,2119,146
3,21,5,25.54,4,295,216
1,21,30,77.17,11,732,138
1,21,6,157.41,25,1127,250
2,21,7,40.22,7,436,255
1,21,17,49.13,7,494,196
2,21,18,11.87,2,321,172
3,21,6,93.95,13,748,162
2,21,30,66.25,9,345,549
1,21,8,119.09,20,1034,203
3,21,7,91.1,12,677,327
3,21,2,130.46,18,810,320
3,21,2,15.65,3,308,164
1,21,14,87.47,15,739,253
3,21,22,108.87,17,714,320
3,21,9,101.08,16,940,149
1,21,30,132.25,20,1070,130
2,21,30,15.13,3,86312,574
1,21,8,52.4,9,493,234
2,21,30,44.62,5,361,220
3,21,30,7.56,2,165,390
1,21,2,74.67,11,688,162
2,21,30,150.68,20,914,340
2,21,4,14.47,3,234,264
1,21,7,43.71,7,496,164
3,21,30,42.79,7,532,145
1,21,30,82.36,12,660,227
2,21,20,10.99,1,49,366
3,21,30,121.97,22,1082,175
3,21,6,62.23,11,596,253
3,21,6,18.98,2,165,217
3,21,14,94.09,15,831,193
3,21,13,63.61,10,638,157
3,21,27,82.21,13,700,162
3,21,9,110.03,17,848,175
2,21,10,20.3,3,264,188
2,21,24,35.46,4,136,306
2,21,10,116.77,19,1038,124
1,21,3,58.89,10,439,320
3,21,7,40.89,6,338,232
3,21,14,86.76,16,887,167
3,21,7,40.1,6,306,264
3,21,11,54.78,8,429,241
3,21,0,7.99,1,207,137
1,21,10,42.94,6,316,280
3,21,30,9.24,3,315,143
3,21,27,35.89,7,439,192
3,21,30,67.55,10,392,299
1,21,30,52.22,6,469,148
3,21,6,59.28,10,505,234
1,21,30,14.97,3,344,131
3,21,4,93.91,14,833,207
1,21,8,109.29,21,1163,126
1,21,15,171.57,26,1270,306
2,21,6,12.09,2,128,309
2,21,30,67.45,9,499,205
3,22,30,41.03,5,365,207
1,22,4,57.2,10,750,147
1,22,18,7.49,1,260,135
3,22,30,45.93,7,330,344
2,22,2,57.09,9,600,151
2,22,30,159.25,24,1268,162
2,22,16,106.05,19,1096,130
2,22,3,108.58,17,925,133
1,22,5,18.45,4,331,200
3,22,16,155.34,27,1326,263
1,22,1,21.14,3,284,189
2,22,4,3.99,1,118,253
2,22,22,419.75,63,3080,129
1,22,6,34.03,6,316,323
3,22,14,69.48,11,360,407
3,22,7,11.99,1,86366,409
2,22,30,96.07,17,894,147
3,22,3,13.99,1,172,294
1,22,30,280.13,28,1405,124
3,22,12,59.67,9,646,203
1,22,30,4.19,1,4,370
3,22,30,18.74,3,345,130
1,22,20,76.2,13,696,229
3,22,21,17.24,4,290,175
2,22,30,131.73,20,924,318
2,22,5,169.88,12,636,338
3,22,1,53.4,8,336,383
2,22,30,217.21,34,1592,238
3,22,5,55.49,12,735,132
1,22,6,8.99,1,169,218
1,22,9,71.29,15,642,469
2,22,30,88.09,13,681,285
2,22,4,141.29,20,934,215
1,22,30,100.2,16,709,275
2,22,4,32.46,4,301,219
2,22,30,83.78,15,755,189
3,22,7,43.84,6,86224,753
1,22,8,48.46,9,497,334
1,22,30,35.89,7,427,260
3,22,0,6.39,1,218,210
2,22,4,188.94,26,1225,266
3,22,6,8.38,2,382,155
3,22,7,88.75,15,716,282
3,22,30,64.5,11,597,207
3,22,30,57.93,13,850,223
2,22,15,174.34,27,1327,141
1,22,14,153.46,22,1071,297
1,22,6,150.45,19,1017,222
3,22,7,73.54,12,750,188
2,22,29,25.45,6,385,147
3,22,0,30.82,5,427,243
3,22,5,65.77,11,451,335
2,22,3,35.11,6,252,376
3,22,4,157.05,20,1098,147
1,22,8,24.61,4,315,278
1,22,4,77.79,13,680,204
2,22,30,25.74,6,469,158
3,22,5,56.69,9,394,321
2,22,23,3.89,1,311,168
1,22,19,114.24,17,789,157
1,22,30,32.47,3,282,186
2,22,30,21.87,2,138,289
1,22,7,19.82,3,54,411
1,22,9,125.25,20,1037,171
1,22,30,75.47,13,699,251
3,22,13,35.87,3,356,134
2,22,15,128.53,22,1315,143
1,22,1,30.21,5,333,150
3,22,5,158.85,27,1312,264
3,22,30,71.28,10,701,153
2,22,30,21.42,4,201,321
3,22,30,59.13,6,349,152
1,22,21,34.81,5,432,166
1,22,7,90.99,10,494,271
1,22,30,121.26,14,685,152
3,22,4,57.09,10,530,192
1,22,25,40.42,7,397,218
3,22,30,6.99,1,194,207
3,22,11,26.54,4,108,341
2,22,30,5.48,2,41,412
2,22,5,115.81,17,902,141
2,22,30,12.48,2,176,231
2,22,1,21.47,3,256,141
3,22,6,32.94,2,202,170
1,22,14,9.68,2,271,131
3,22,5,90.35,13,535,318
2,22,7,137.44,20,1013,220
1,22,14,140.99,20,966,147
3,22,7,61.31,9,456,303
1,22,30,8.75,2,39,308
3,22,8,7.99,1,155,147
2,23,30,9.14,2,241,193
3,23,27,11.08,2,305,131
3,23,8,33.24,7,411,150
2,23,30,57.59,9,490,183
3,23,13,88.39,13,695,239
3,23,30,76.08,13,649,297
1,23,30,185.64,22,1099,168
3,23,13,62.44,10,547,231
3,23,6,64.53,10,536,247
2,23,3,150.06,22,1036,229
2,23,30,25.86,3,240,269
1,23,7,36.42,6,476,178
1,23,15,12.56,2,192,159
1,23,0,17.82,4,183,350
3,23,14,48.4,8,488,168
1,23,21,37.25,6,398,190
2,23,30,14.29,2,193,146
2,23,8,64.93,11,558,147
1,23,30,28.96,3,263,139
3,23,30,56.57,9,575,208
2,23,30,123.92,25,1169,268
1,23,4,59.09,9,521,243
1,23,30,54.73,8,437,216
2,23,30,76.67,13,585,251
3,23,2,22.13,6,329,376
1,23,17,54.69,7,474,177
1,23,30,42.89,9,537,216
3,23,9,56.91,8,496,196
3,23,9,15.36,3,237,181
2,23,2,97.88,15,732,198
1,23,8,41.62,7,395,143
3,23,4,132.14,19,1043,192
1,23,19,312.29,45,2031,250
2,23,9,153.47,19,933,286
3,23,17,105.74,17,826,298
2,23,30,89.67,19,932,284
3,23,0,47.65,7,658,150
1,23,10,29.57,4,274,336
1,23,14,83.08,14,757,154
2,23,3,41.48,6,508,169
2,23,26,38.43,5,270,303
1,23,6,194.66,30,1483,137
2,23,30,18.07,2,281,168
3,23,7,37.9,6,410,130
2,23,30,24.97,3,86327,556
3,23,22,53.21,7,425,177
2,23,14,95.9,13,678,277
2,23,30,140.83,24,1094,298
1,23,30,8.98,1,88,420
2,23,30,93.72,12,626,129
2,23,30,82.78,13,703,231
3,23,30,111.75,18,955,321
3,23,13,16.97,2,224,195
3,23,19,128.54,18,897,282
3,23,30,113.75,18,1004,374
3,23,26,145.67,25,1248,374
2,23,30,44.94,6,378,389
